course_code,course_name,role,seed_reason,subject,department,pid,id,catalog_url
GEOG222,Introduction to GIS,computing,"keyword match: geographic information systems, GIS",GEOG,Department of Geography,rJcMHu67V,657a35bb8a5bdc6c8eea9e02,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJcMHu67V
GEOG226,Quantitative Methods in Geography,prerequisite,,GEOG,Department of Geography,rJifB_aXE,654ab82479563116634e774f,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJifB_aXE
GEOG227,Qualitative Research Methods in Geography,computing,keyword match: coding,GEOG,Department of Geography,rkE1gCFsS,657a373f2d647d070b57cc56,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rkE1gCFsS
GEOG228,Introduction to Remote Sensing,computing,keyword match: remote sensing,GEOG,Department of Geography,HkjGruTXE,5e5942c3e62c3f2500a5bc75,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HkjGruTXE
GEOG230,Introduction to Environmental Data Analysis,computing,"keyword match: data analysis, data visualization, programming, visualization",GEOG,Department of Geography,rJW5SdLRP,65a1a4097dbc907bef22234a,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJW5SdLRP
GEOG252,Coastal Geography,prerequisite,,GEOG,Department of Geography,B1hfHOTXN,657a38042d647dda5b57cc61,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B1hfHOTXN
GEOG272,Climatology and Hydrology,prerequisite,,GEOG,Department of Geography,HJe2GH_67E,657a3849548a3d43a571ecb5,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HJe2GH_67E
GEOG274,Biogeography,prerequisite,,GEOG,Department of Geography,SJ3GSdamV,657a387bf194a7129fec9d37,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SJ3GSdamV
GEOG276,Geomorphology,prerequisite,,GEOG,Department of Geography,HyazrO6mV,657a38a8f194a73953ec9d3a,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HyazrO6mV
GEOG301,Environmental Impact Assessment,prerequisite,,GEOG,Department of Geography,HkCfrdp7E,5e594363e62c3f2500a5bc83,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HkCfrdp7E
GEOG303,Conservation and Ecology of Whales,prerequisite,,GEOG,Department of Geography,H1AGHOpmE,5d1f731c89944f24002ad654,https://www.uvic.ca/calendar/undergrad/index.php#/courses/H1AGHOpmE
GEOG314,Global Environmental Change and Human Response,prerequisite,,GEOG,Department of Geography,ryGXHuTm4,627bec098714a6a978f90e46,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ryGXHuTm4
GEOG315,Geocaching,computing,keyword match: data management,GEOG,Department of Geography,SkMmHOamV,5e5943e26737b12500c22ecf,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SkMmHOamV
GEOG319,Remote Sensing of the Environment using Passive Sensors,computing,keyword match: remote sensing,GEOG,Department of Geography,rklMQBupQV,5dbb2231f99831240039c49b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rklMQBupQV
GEOG322,Remote Sensing of the Environment using Active Sensors,computing,"keyword match: remote sensing, software",GEOG,Department of Geography,HyVXru6XE,600089db6aecd000268be426,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HyVXru6XE
GEOG323,Digital Mapping,computing,"keyword match: digital mapping, visualization",GEOG,Department of Geography,SJeN7r_aXE,657a3f9a5fac71800044fd58,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SJeN7r_aXE
GEOG328,GIS Analysis,computing,"keyword match: digital mapping, GIS",GEOG,Department of Geography,BkL7SOamV,5d1f67bd89944f24002acd13,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BkL7SOamV
GEOG329,GIS Applications and Tools,computing,keyword match: GIS,GEOG,Department of Geography,S1DXr_TQ4,657cafe8367f266105fa6aa1,https://www.uvic.ca/calendar/undergrad/index.php#/courses/S1DXr_TQ4
GEOG339,Disaster Management and Community Resilience,prerequisite,,GEOG,Department of Geography,HyumH_aXE,68e02e7917a0436a2a659e20,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HyumH_aXE
GEOG346,"Health, Environment and Community",prerequisite,,GEOG,Department of Geography,HyamSu6QE,5d1f6c9c94e82e2400a2332c,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HyamSu6QE
GEOG353,Coastal and Marine Resource Management,prerequisite,,GEOG,Department of Geography,HkMNrdaQV,657cae8e7dd6e1cadb4b3ebb,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HkMNrdaQV
GEOG358,Landscape Ecology,prerequisite,,GEOG,Department of Geography,ByrEBuTQE,5d1f674089944f24002acc9e,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ByrEBuTQE
GEOG370,Methods in Hydrology,computing,keyword match: data analysis,GEOG,Department of Geography,H1cVBupmN,657a4023f8b722df70dbf7cb,https://www.uvic.ca/calendar/undergrad/index.php#/courses/H1cVBupmN
GEOG371,Water Resources Management,prerequisite,,GEOG,Department of Geography,Syj4Bd67N,66ec6b375e15786f0ae2219e,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Syj4Bd67N
GEOG376,Process Geomorphology,prerequisite,,GEOG,Department of Geography,SypNB_a7V,657cb1092d647d752957f909,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SypNB_a7V
GEOG418,Advanced Spatial Analysis and Geo-statistics,computing,"keyword match: data mining, numerical methods, simulation",GEOG,Department of Geography,SkxBHHupXN,5d1f73b189944f24002ad6c1,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SkxBHHupXN
GEOG420,Field Studies in Coastal Geomatics,computing,"keyword match: GIS, remote sensing",GEOG,Department of Geography,r1ISrOamV,5d1f723089944f24002ad595,https://www.uvic.ca/calendar/undergrad/index.php#/courses/r1ISrOamV
GEOG422,Advanced Topics in Remote Sensing,computing,keyword match: remote sensing,GEOG,Department of Geography,BkvHSupmE,5d1f73b389944f24002ad6c5,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BkvHSupmE
GEOG428,Advanced Topics in Geographic Information Sciences,computing,"keyword match: geographic information systems, visualization",GEOG,Department of Geography,r1KHB_67N,65a6de336f1ff2579b4c755a,https://www.uvic.ca/calendar/undergrad/index.php#/courses/r1KHB_67N
GEOG450,Environment and Sustainability in Practice,computing,keyword match: simulation,GEOG,Department of Geography,BylIrO6QE,66ec83e3f3c90657033d1310,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BylIrO6QE
GEOG476,Advanced Topics in Geomorphology,computing,keyword match: data analysis,GEOG,Department of Geography,SkZvSupQV,657cb206367f2616ecfa6aba,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SkZvSupQV
HINF130,Introduction to Health Information Technology,prerequisite,,HINF,School of Health Information Science,Hye_aPu6mE,67ffffe884f6076d6372eb34,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Hye_aPu6mE
HINF140,Introduction to the Canadian Health Care System,prerequisite,,HINF,School of Health Information Science,rJtawdT74,67ffffe951f88b7d73dc2ad2,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJtawdT74
MATH100,Calculus I,prerequisite,,MATH,Department of Mathematics and Statistics,ByxQ12d6QE,63168b42bee727d381e640aa,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ByxQ12d6QE
MATH101,Calculus II,prerequisite,,MATH,Department of Mathematics and Statistics,r1N1hda7E,5d1f72acd2bc1524008cb36a,https://www.uvic.ca/calendar/undergrad/index.php#/courses/r1N1hda7E
MATH102,Calculus for Students in the Social and Biological Sciences,prerequisite,,MATH,Department of Mathematics and Statistics,ByNynOT7V,651de9ca8d54b2de78bce62c,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ByNynOT7V
MATH109,Introduction to Calculus,prerequisite,,MATH,Department of Mathematics and Statistics,B1eB12dam4,63168d043e376f0b1f621ffd,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B1eB12dam4
